0.254660,0.254660,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,0.319207,
0.128077,0.128077,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.212997,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.237500,0.313896,0.313896,0.313896,0.313896,0.313896,0.313896,0.313896,0.313896,0.313896,
0.171117,0.171117,0.314203,0.314203,0.314203,0.314203,0.314203,0.314203,0.314203,0.314203,0.314203,0.314203,0.314203,0.314203,0.356672,0.356672,0.356672,0.356672,0.356672,0.356672,0.356672,0.356672,0.356672,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.358721,0.367382,
0.260048,0.260048,0.260048,0.260048,0.260048,0.260048,0.260048,0.285673,0.315997,0.408137,0.408137,0.408137,0.408137,0.408137,0.408137,0.408137,0.408137,0.455408,0.455408,0.455408,0.455408,0.455408,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,0.511640,
0.289136,0.289136,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.313430,0.354291,0.354291,0.354291,0.435306,0.435306,0.435306,0.435306,0.545338,0.545338,0.588998,0.588998,0.588998,0.588998,0.588998,0.588998,0.588998,0.588998,0.604787,0.604787,0.604787,0.604787,0.644274,0.644274,0.644274,0.644274,0.644274,0.644274,0.644274,0.644274,0.644274,
0.148117,0.148117,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.292896,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,0.336131,
0.207173,0.207173,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,0.348734,
0.125535,0.125535,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.289728,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,0.345222,
0.211430,0.211430,0.268416,0.268416,0.268416,0.268416,0.268416,0.268416,0.268416,0.289165,0.289165,0.289165,0.289165,0.289165,0.289165,0.289165,0.289165,0.289165,0.289165,0.289165,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,0.348762,
0.127072,0.127072,0.173002,0.173002,0.173002,0.173002,0.173002,0.173002,0.173002,0.173002,0.173002,0.173002,0.173002,0.173002,0.183025,0.183025,0.183025,0.183025,0.183025,0.183025,0.191090,0.191090,0.191090,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.230095,0.235816,0.235816,0.235816,0.235816,0.235816,0.235816,0.235816,0.235816,0.235816,
